用户名称,评论时间,评论内容
不在那座小城我才敢明目张胆爱你,10月8日 00:45,“人生和花与树叶都是一样的，我是树叶就在春天茂盛生长，在夏天享尽雨水的拍打，到了秋天就随着寒霜凋落，人生又何尝不是这样，当初年少时像花儿一样含苞待放，花开后的样子虽然很美，最终都要随着岁月流逝枯萎衰败，归于虚无，凋落的话就是结束。” 《亲爱的 不要跨过那条江》
枯木逢春-希望我们是山茶,10月8日 00:24,这首歌需要用夜晚的安静去听对吗
moxidd,10月8日 00:12,一时间不知道该怎么办
蒋雨阳yu,10月8日 00:06,王安娜我还是少那么一点点勇气告诉你想说的话
-康宇欣-,10月7日 23:54,那时候幻想着以后的生活简简单单的和女朋友一起上下班一起做饭做家务是很容易的，而大专刚毕业的我迷茫到以后干嘛都焦虑，道理我们谁都已阅无数，可迟迟不知道那只脚先踏出去，而做好与世界奋战的准备不料一抬脚就被黑中介骗进外省的厂；反思自己究竟能干什么，想要的究竟是什么？朋友 谢谢你能看到这
赫之-,10月7日 23:51,然后我最近偶然见看到那个女生的日常，跟她初中的学习方式完全不一样，以前她还是慢努力学习的，现在天天搞化妆品啊什么什么的，我现在只是觉得什么盖配什么壶。
赫之-,10月7日 23:47,之前我觉得他们是不可能永远在一起的，那个时候那个男的是职高，女生是初中，男生成绩不怎么样，女生还不错，我觉得女生可以考上普高，然后读个本科，我就觉得他们以后的生活思想会不一样，就算在一起，以后也会分开，但是吧！那个女生她居然也考了职高，按她真实水平考个普高没问题的，这让我很难解，
日薄山幽,10月7日 23:47,有孙燕姿的感觉
云村村民163337239482153,10月7日 23:44,时间偷走了我们
小鱼好困O_,10月7日 16:05,一直都觉得，对不起他
小鱼好困O_,10月7日 16:05,是我跟你表的白，是我跟你重新联系，最后分手也是我提的……不是不爱了，我也很舍不得，放不下，但可惜现实不允许，我们可能不是一路人，而且我们都还太小了，未来什么都有可能发生，变数太多了，而且从小家长对我就挺严，不让干这不让干那，我本来就是双子座爱自由，真的不想再过被人束缚的生活了
帐号已注销,10月7日 16:04,一次喝酒的时候，他们说起他们的爱情，他为旧爱买过两次戒指可惜最后也都没在一起，他们相爱五年最后和一个相识不到半年的结了婚……他们默默举起了杯，我想他们都会有遗憾吧，那会心里想的都是你，有你真好
希波克拉没有底_,10月7日 16:04,i am coming
1235957,10月7日 15:55,时间是让人猝不及防的东西
StayAlert,10月7日 15:15,还记得第一次听到这首歌，是因为动物管理局的第21集，段老师要消除姜末记忆的时候，真的有被感动到，眼泪就止不住了，后来也一直很喜欢这首歌，真得代入感满满
野余罪,10月7日 14:26,??孩纸 你不能这样
奇特意境,10月7日 14:05,以前当课代表，发作业，从来不看名字，因为那时候老师改完作业不会把本子合起来，那会儿的我熟知每个同学字迹。可是离高二那年，已经过去了八年，不知道他们怎么样了，岁月真的是小偷啊
寡言者智u,10月7日 13:55,要趁早
憨憨不会k,10月7日 13:52,@不是花火呀
小柯同学听着歌,10月7日 13:49,"有些烟花只能看两次，一次喜笑颜开，一次泪流满面。
有些篝火只能燃烧两次，一次深情款款，一次悲不自已。
有些人只能认识两次，一次慌慌张张，一次匆匆忙忙。"
Travele190912,10月7日 13:39,99~
云村村民163358453544811,10月7日 13:33,。
予北2021,10月7日 12:51,我们还念18吧年夏天，爱一辈子，余生请互相指教，理解和伤害，彼此相爱相杀
予北2021,10月7日 12:49,我俩不陪你们玩了，我们要做自己，要学习成长经历更多有趣的事情见更多的人，陪你们玩游戏太累了，我们的爱坚定，其他信念不管，就是爱无悔
特殊独,10月7日 12:47,孙旭冉，对于你我真的好遗憾
浮侥,10月7日 12:39,珍惜眼前人，珍惜在一起的时光，不要轻易放弃，因为时光不会倒转，永远向前流，我们无法后悔重来
克林-kl,10月7日 12:21,真是猝不及防 回头看了看也两年了 明明是最要好的朋友最宝贵的友谊 真的被时间一点一点冲刷掉了 曾经信誓旦旦的一切都化成泡影了 怎么说呢 你不屑一顾 好像你已经不需要了 我却奉若神明 这让我无法接受 话是我问的 好友我删的 我自己做个了断 风风光光的离开。
Wiiiiiiiii-,10月7日 12:20,我在河北省 祝sy小朋友生日快乐！要开心
小夜睌,10月7日 11:44,6年了
曼曼子_G1Tr,10月6日 23:39,自己已经半个多月啦 我好像习惯一个人的生活了 有时候也有羡慕别的情侣 可是谁能对我真心呢 我从来觉得真心对别人没有错 可是总是一次一次辜负我 我不特别 我从来没觉得自己对别人有多么重要 任何人都可以代替我 你们总是说我是独一无二的 那为什么没人来好好爱我 有人爱我 可没有人只爱我。
清源妙道真君-,10月6日 23:32,一个人
没有你我依然过得很好zj,10月6日 23:26,恭喜啊
ks杏绾_,10月6日 23:23,时间是过的真快啊 评论好多都是几年前的 现在也要上学了作业还没写完
海螺女孩1998,10月6日 23:23,第一次谈恋爱真的很想和他走到最后，但是就在今天，他不要我了。这首歌是最后一次见他在车上听的。以前有些听不懂的情歌，现在听起来好有感觉啊hhh。好怀念那个时候哦，分手真的好难过啊hhh。
逃不过心动aa,10月6日 23:22,[多多大笑]不说感情不说故事，就希望我一切顺利，考上自己理想大学！！！！！
ks杏绾_,10月6日 23:20,5年了
MH盒子,10月6日 23:20,愿三年后的今天一切都能如愿
你与我de约定-,10月6日 23:15,你成为我吧 成为我 那样你就明白一切了 顺便也体会一下我的难过吧
ihvv,10月6日 23:14,也许等到你四十岁的某个夜晚，开车回家，在某个路口等红绿灯的时候，你突然反应过来，十九岁的时候，那人说的那句话原来是这个意思。
e点1点一,10月6日 23:01,是的需要时间去学习和建立，时间久了有人坚持住，有人学着学着就散了
Opkmi,10月6日 23:00,歌里有故事，所以如此扣人心
一南困困,10月6日 22:49,还有就是他女朋友生气了，是因为吃醋。男生放的下，你放不放得下和他就没有关系了
一南困困,10月6日 22:48,我们自己想的和别人不一定一样，大部分女生谈恋爱的安全感都不是很高。都是需要男生去建立的。
孤慕山水亦境,10月6日 22:47,时间变化不停，不变的是那年蔚蓝天色下的我们@李聿轩_
一南困困,10月6日 22:46,虽然没这么容易放心，但是别人有女朋友啊？那你要怎么办 一定要中间插一脚吗？
隔壁老王的隔壁老李头儿,10月6日 22:38,你换个角度想一想，那个女孩子会怎么想，她会不会因为你们两个的关系难过，女生都是敏感的
因所wi,10月6日 22:36,最怕忘记掉放不下一个人。一遍一遍的听他的歌单
煮粥不加米,10月6日 22:33,今晚降温，有人抱人，没人裹被子??♂?
我还记得她叫十五,10月6日 22:32,时间真的过的很快，一晃我们都要成家立业了，可是这个现实的社会，到底该何去何从，希望后来者，心里有梦，有干劲儿，加油吧
我的青春小鸟一去无影踪,10月6日 17:46,
听说么,10月6日 17:38,好可惜啊，喜欢了这么久，到最后连个像样的结局都没有
桃园阿廖沙,10月6日 17:35,祝福祝福！
Miss_墨,10月6日 16:52,弱弱问一句 第三句不应该用“地”而不是“的”吗？
Annnuuk,10月6日 16:39,我不后悔离开你，你又不是永远的人。
拽哥210616,10月6日 16:38,即使在最黑的夜，也要有最动人的音乐好听
A记住我1909,10月6日 16:19,雨下了好几天，我坐在教室望着窗外，我想你了
江之畔_,10月6日 16:10,我不想住校 我就是个妈宝[多多难过]
别烦屁屁_U4kw,10月6日 15:55,也是你从来没说过一句话是喜欢我～是我自作多情罢了
别烦屁屁_U4kw,10月6日 15:52,想问他我们是什么关系这句话终究卡在屏幕上不敢发出去.
#NAME?,10月6日 15:09,现在好想你
SunFlower-Lin,10月6日 15:06,遇到个干净的女生也太难了
生命不息战斗不止170927,10月6日 15:05,？？？？？？？？？、
缪瑜琦,10月6日 14:46,遇到干净的男生太难了，我说的是干净的
缪瑜琦,10月6日 14:35,什么都不期待是不是也是一种病
会想起冬安么,10月6日 14:00,你应该过的很好吧 我也该离开你的生活了.
我始终坚信你不应该骗我,10月6日 13:52,想问他回不回头这句话终究卡在屏幕上不敢发出去.
愿还能想起,10月6日 13:40,路飞还没当上海贼王，那个女孩还没毕业，我也还没老，青春不会过去的
LOVE-WKK,10月6日 13:18,如果是我，若果她能一直陪我，我也会
优伶__,10月6日 12:47,久久 又快是一年了
奔赴星空_caif,10月6日 00:08,现在是第八年啦，第一年断断续续在，她复读
遍体鳞伤才够爽,10月6日 00:00,这是第几次日推到了啊
香菜好吃么r,10月5日 23:46,可以在等你一个秋天，但是我很希望你冬天会来
帐号已注销,10月5日 23:44,通透
帐号已注销,10月5日 23:42,关注眼前最重要吧 就算不能长长久久 也是见过花开的人 何必在意花落谁家呢 不后悔才是最重要的 格局放大
在海边了捡束花,10月5日 23:40,好久不见 还记得我吗。
罗布藤,10月5日 23:26,我以前听不懂这首歌，今天突然就听懂了
沐書夢o_,10月5日 23:20,。我坐在湖边 以为是在海边 我吹着湖边的风 以为是海风 我喜欢你 以为你也喜欢我 但 湖是湖 海是海 你是你 我是我.
彻夜失语a,10月5日 23:20,只要人没变，你也终究还是你，他也终究还是他，你们也终将会相遇. 99哦
Cha无-ci人,10月5日 23:16,我也不理解，那就不要理解，毕竟，他人如何忘记前任，与我何干
是彗-,10月5日 23:12,成绩都不算太优秀 想上技校的 但是又怕没前途 有顾虑
怀着梦想,10月5日 23:08,我认识八年不也被删，这部前段时间分手又加回来聊天，找了新对象又不打声招呼把我删了，这次我直接拉黑，没必要，谁也不欠谁
冯翰東,10月5日 23:07,小时候 
黛黛喂,10月5日 23:05,天呐天呐，这是我高三单曲循环过的歌，好久没听到了，今天歌单随机播放到了，突然好感慨啊，时间是让人猝不及防的东西……
帐号已注销,10月5日 23:04,忘记一个人需要时间和新欢 有的人选择了新欢 但我永远不理解他（她）们为何选择了新欢
Cha无-ci人,10月5日 23:01,无缝衔接在我看来，算不上喜欢，更像是逢场作戏
HNXXUT,10月5日 22:50,"知道为什么歌词比唱的快一句吗？
因为岁月神偷啊"
Xzi_,10月5日 22:49,谢谢啦
Xzi_,10月5日 22:49,谢谢啦
Xzi_,10月5日 22:49,谢谢啦
帐号已注销,10月5日 18:21,这样可能确实是释怀的最好办法
帐号已注销,10月5日 18:20,你让无缝衔接的人怎么想？？
帐号已注销,10月5日 18:20,不好看 早删了
帐号已注销,10月5日 18:19,emmmm 现在就好好珍惜吧 别轻易说分手就好 记得慎重啊 考同一所高中不难的 加油 别后悔就够啦
老师好请叫我阿学同学,10月5日 18:18,过去就让它过去吧[多多难过]
嘿呦喂AAA,10月5日 18:14,这些你估计不好找哦太老了。尤其是那个奥特曼的鼻祖可赛
钻被窝__,10月5日 18:09,那你也该慢慢释怀了
钻被窝__,10月5日 18:08,慢慢释怀叭
用户5212917904,10月5日 18:00,好的，谢谢
呆滞的小眼神已经看不到风景,10月5日 17:56,pees duo(手动狗头)
傲霜雪_CFeW,10月5日 17:43,奶奶去世的那天，在棺材旁我没看见爷爷，后来发现他躲在房间里拿着奶奶和他的照片在哭。
世界巅巅,10月5日 17:28,谢谢鸭!
世界巅巅,10月5日 17:28,谢谢鸭!
Going阿北,10月5日 17:26,两年了。
别和我bib,10月5日 17:14,十六岁季风迎过玫瑰岛沦落到海边.
七年啊_TPKB,10月5日 17:08,加油啊
memory的daughter,10月5日 17:06,我也不知道以前我那么要强，学习那么好，怎么现在就不敢去学校了呢
睡不醒-睡不着yu,10月5日 16:20,不知道为什么，听到的第一句，就想到了最好的我们，永远的耿耿余淮，再也回不去了，晚上的八点的爱奇艺，昏黄的灯光，与他们同哭同笑，但只要是剧就会有落幕的那一天
小质2005,10月5日 16:05,弹指间，面对考研仅80天
华九九九九,10月5日 15:38,生日快乐
孤独屮星空,10月5日 00:37,祝你们幸福！
Xzi_,10月4日 23:58,还有两分钟十九岁生日 加油吧
飯依然特稀FAN,10月4日 23:15,对不起自己的岁月，你本不该这样呀
世界巅巅,10月4日 23:06,还有50分钟我就17岁啦 17岁的花花 要优秀要快乐要加油
blbablabl,10月4日 23:00,好困啊！(T?T)
A_槐序十七,10月4日 22:56,爱会消失，承诺会失效，我总不能像个要糖的小孩，总是敲你门吧，你会烦的，所以我根本就，没什么资格觉得你会一直爱我
Unique-澈,10月4日 22:42,有了
何以勿忘,10月4日 22:38,新疆很远，远到四天三夜都到不了，四川很近，近到夜里365次梦见，这里的生活枯燥乏味，我只是期待回去
